"","Yr","Seas","Flt","Gender","Part","Nsamp","f6","f8","f10","f12","f14","f16","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","m6","m8","m10","m12","m14","m16","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72"
"50",2019,1,3,0,1,180,0,0,0,0.00555555555555556,0.0111111111111111,0,0.0111111111111111,0.00555555555555556,0.0277777777777778,0.0611111111111111,0.0555555555555556,0.1,0.105555555555556,0.116666666666667,0.0833333333333333,0.0777777777777778,0.0666666666666667,0.0555555555555556,0.0555555555555556,0.0666666666666667,0.0111111111111111,0.0388888888888889,0.0277777777777778,0.00555555555555556,0,0.00555555555555556,0,0,0,0.00555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2020,1,3,0,1,54,0,0,0,0,0,0,0,0,0.0185185185185185,0.0740740740740741,0.0740740740740741,0.148148148148148,0.0925925925925926,0.0740740740740741,0,0.111111111111111,0.12962962962963,0.0555555555555556,0.037037037037037,0,0.0555555555555556,0,0,0.0185185185185185,0,0.0555555555555556,0.037037037037037,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2021,1,3,0,1,231,0,0,0,0,0.00432900432900433,0,0.00432900432900433,0.012987012987013,0.0303030303030303,0.0476190476190476,0.0649350649350649,0.0865800865800866,0.151515151515152,0.134199134199134,0.155844155844156,0.121212121212121,0.0909090909090909,0.012987012987013,0.0216450216450216,0.00865800865800866,0.012987012987013,0,0.012987012987013,0.00432900432900433,0.00432900432900433,0.00432900432900433,0,0,0.00432900432900433,0.00432900432900433,0,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2006,1,4,0,1,204,0,0,0,0,0,0,0.0147058823529412,0.0343137254901961,0.0980392156862745,0.215686274509804,0.176470588235294,0.102941176470588,0.107843137254902,0.0637254901960784,0.0686274509803922,0.0245098039215686,0.00980392156862745,0.00490196078431373,0.0147058823529412,0.0147058823529412,0.0196078431372549,0,0.0147058823529412,0.00490196078431373,0.00490196078431373,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2007,1,4,0,1,273,0,0,0,0,0,0,0.0183150183150183,0.0549450549450549,0.205128205128205,0.208791208791209,0.164835164835165,0.15018315018315,0.10989010989011,0.0366300366300366,0.0293040293040293,0.00732600732600733,0.010989010989011,0,0,0,0,0,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2008,1,4,0,1,177,0,0,0,0,0,0.00564971751412429,0.00564971751412429,0.0169491525423729,0.096045197740113,0.11864406779661,0.254237288135593,0.11864406779661,0.107344632768362,0.0734463276836158,0.0451977401129944,0.0225988700564972,0.0169491525423729,0.0112994350282486,0.0282485875706215,0.00564971751412429,0.0225988700564972,0.0112994350282486,0.0169491525423729,0,0.00564971751412429,0,0.00564971751412429,0,0.0112994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2009,1,4,0,1,110,0,0,0,0,0,0.0181818181818182,0,0.0454545454545455,0.0818181818181818,0.145454545454545,0.0818181818181818,0.0727272727272727,0.0545454545454545,0.0818181818181818,0.0454545454545455,0.0272727272727273,0.0818181818181818,0.0545454545454545,0.0727272727272727,0.0363636363636364,0.0181818181818182,0.0272727272727273,0.00909090909090909,0.0363636363636364,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2010,1,4,0,1,200,0,0,0,0,0,0,0.01,0.01,0.035,0.03,0.03,0.025,0.055,0.055,0.025,0.075,0.035,0.12,0.08,0.06,0.055,0.08,0.055,0.045,0.04,0.03,0.02,0.005,0.02,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2011,1,4,0,1,183,0,0,0,0,0.00546448087431694,0.00546448087431694,0,0.0109289617486339,0.0382513661202186,0.0655737704918033,0.103825136612022,0.109289617486339,0.0819672131147541,0.0382513661202186,0.0491803278688525,0.0710382513661202,0.0491803278688525,0.00546448087431694,0.0546448087431694,0.0382513661202186,0.0601092896174863,0.0327868852459016,0.0437158469945355,0.0546448087431694,0.0163934426229508,0.0273224043715847,0.0109289617486339,0.0109289617486339,0.0109289617486339,0,0,0.00546448087431694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2012,1,4,0,1,87,0,0,0,0,0,0,0,0.0344827586206897,0.0459770114942529,0.0344827586206897,0.0689655172413793,0.0459770114942529,0.0459770114942529,0.0229885057471264,0.0344827586206897,0.0574712643678161,0.0804597701149425,0.0804597701149425,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0574712643678161,0.0459770114942529,0.0114942528735632,0.0344827586206897,0.0114942528735632,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2013,1,4,0,1,20,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0.05,0.05,0,0.1,0.05,0.05,0,0.15,0,0,0.15,0.05,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2014,1,4,0,1,101,0,0,0,0,0,0,0,0,0,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0198019801980198,0.0297029702970297,0.0099009900990099,0.0396039603960396,0.0594059405940594,0.148514851485149,0.0792079207920792,0.0594059405940594,0.118811881188119,0.0297029702970297,0.0495049504950495,0.0792079207920792,0.0693069306930693,0.0297029702970297,0.0792079207920792,0.0198019801980198,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",2015,1,4,0,1,156,0,0,0,0,0,0,0.0192307692307692,0.0128205128205128,0.0448717948717949,0.0833333333333333,0.0769230769230769,0.0576923076923077,0.0128205128205128,0,0.0128205128205128,0.0128205128205128,0.0192307692307692,0.032051282051282,0.0512820512820513,0.0705128205128205,0.0897435897435897,0.0384615384615385,0.0833333333333333,0.0833333333333333,0.0512820512820513,0.0384615384615385,0.0256410256410256,0.0384615384615385,0.0192307692307692,0.0192307692307692,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",2016,1,4,0,1,73,0,0,0,0,0,0,0.0136986301369863,0,0.0136986301369863,0.0958904109589041,0.0684931506849315,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.0821917808219178,0.0136986301369863,0.10958904109589,0.0684931506849315,0.0958904109589041,0.10958904109589,0.0410958904109589,0.0821917808219178,0.0410958904109589,0.0136986301369863,0.0136986301369863,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2017,1,4,0,1,80,0,0,0,0,0,0,0,0.0125,0,0.075,0.1,0.1375,0.1375,0.125,0.125,0.1,0.0125,0.0375,0,0.05,0.0125,0.025,0.025,0.0125,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2018,1,4,0,1,81,0,0,0,0.0246913580246914,0.0493827160493827,0.037037037037037,0.0740740740740741,0.0617283950617284,0.0493827160493827,0.0740740740740741,0.0246913580246914,0.0493827160493827,0.0617283950617284,0.0123456790123457,0.0864197530864197,0.037037037037037,0.0617283950617284,0.0864197530864197,0.0246913580246914,0.0123456790123457,0.037037037037037,0.0493827160493827,0.037037037037037,0.037037037037037,0,0,0,0.0123456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2019,1,4,0,1,32,0,0,0,0,0,0,0,0.0625,0.0625,0.0625,0.21875,0.125,0.0625,0.125,0.125,0.0625,0,0,0.03125,0,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",2020,1,4,0,1,21,0,0,0,0,0,0,0,0.0952380952380952,0.238095238095238,0.142857142857143,0.0476190476190476,0,0,0,0,0.0476190476190476,0.0952380952380952,0,0.0476190476190476,0,0.0952380952380952,0,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2021,1,4,0,1,45,0,0,0,0,0,0,0,0.0222222222222222,0,0.2,0.133333333333333,0.155555555555556,0.111111111111111,0.0666666666666667,0.0444444444444444,0,0.133333333333333,0.0444444444444444,0,0.0222222222222222,0.0222222222222222,0,0,0,0.0222222222222222,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
